id_cycle,Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,ambient_temperature,time
0,4.187419504014827,0.6434546691871927,25.32407901830568,0.6384524714828897,4.359486692015209,2725.9524334600765,24.0,2008.0
2,4.058826443375249,0.9490426727251162,26.63562262811608,0.9417617021276595,4.430904255319149,3685.339534042553,24.0,2008.0
4,4.058138828852896,0.9505286974657303,26.778175507896705,0.9431141942369263,4.402618996798292,3665.6367865528277,24.0,2008.0
6,4.058904789088504,0.9523115206216739,26.70320405781683,0.9447352625937835,4.418978563772776,3636.451544480172,24.0,2008.0
8,4.058329981003973,0.9477284862498987,26.617004288392,0.9403607257203842,4.364055496264674,3666.7736456776947,24.0,2008.0
10,4.059785107501149,0.9326606943848299,26.51849450408942,0.9256123949579832,4.326279411764706,3774.646442226891,24.0,2008.0
12,4.058914241429766,0.9322724824266048,26.620706323978894,0.9251428571428572,4.287875,3776.138970588235,24.0,2008.0
14,4.053425643583467,0.9653291698755071,26.737918888901717,0.9578858695652174,4.4560641304347826,3542.7558000000004,24.0,2008.0
16,4.055637707823975,0.9616213808811538,26.741457030661458,0.9542204125950055,4.410529858849077,3547.597802388708,24.0,2008.0
18,4.055138987448823,0.960815286794583,26.7021703105932,0.9531161780673182,4.41871878393051,3553.5005667752444,24.0,2008.0
20,4.054491573689291,0.961954518108792,26.608132946993933,0.9543456521739131,4.4077847826086956,3541.39825,24.0,2008.0
22,4.052614691993199,0.9688176644385617,26.63314786563377,0.9611226725082147,4.446259583789704,3498.81147754655,24.0,2008.0
23,4.076087195502948,0.948479102987148,27.033644494333256,0.9409453734671126,4.453830546265329,3370.996879598662,24.0,2008.0
25,4.054612747973269,0.9671176035785913,26.870618187745677,0.9594374999999999,4.4338212719298244,3485.093736842105,24.0,2008.0
27,4.059265909682025,0.9281364622466176,26.738987031481408,0.9207749737118822,4.244855941114617,3764.170446898002,24.0,2008.0
29,4.053495431054621,0.9687280220511733,26.692190227813647,0.9609857299670691,4.435383095499451,3475.6279758507135,24.0,2008.0
31,4.057009589497505,0.962205534079163,26.563313470921166,0.9545514223194749,4.417856673960612,3498.664772428884,24.0,2008.0
33,4.056509050138727,0.9646896474341132,26.525952764500225,0.9571701427003293,4.464809001097694,3479.2100944017566,24.0,2008.0
35,4.055991881873581,0.9622720569618808,26.591676949772925,0.9546987951807229,4.422258488499453,3494.519451259584,24.0,2008.0
37,4.056478346718693,0.9537153567418095,26.645032205307864,0.9463156182212582,4.377891540130152,3554.9388188720172,24.0,2008.0
39,4.079851333950046,0.9411642330468535,25.663244609650956,0.9334212218649517,4.407660235798499,3616.7048488745977,24.0,2008.0
43,4.057903790387568,0.9612867786553303,26.015018000119397,0.9536472491909385,4.438400215749731,3597.4414412081983,24.0,2008.0
47,4.056383883924776,0.9632123836955072,26.09181445728815,0.9553798701298701,4.4329090909090905,3590.0744740259743,24.0,2008.0
51,4.058279288673889,0.969750668043904,25.70903005745027,0.9619234135667396,4.443292122538293,3519.932525164114,24.0,2008.0
55,4.065739463308086,0.9310567141504489,25.473631563964574,0.9236,4.299253684210527,3774.5277978947365,24.0,2008.0
59,4.0611501521821065,0.9648375330851495,25.427401199812188,0.9569312227074236,4.44765174672489,3529.846305676856,24.0,2008.0
63,4.060647477294544,0.9656310887431299,25.37095530984966,0.9577846994535519,4.455490710382514,3524.583791256831,24.0,2008.0
67,4.067270138639282,0.9343625511181636,25.27368217034848,0.9267738853503185,4.3211135881104035,3717.5985360934183,24.0,2008.0
71,4.066270157384749,0.9378723891405097,25.188122631656274,0.9302843450479233,4.3475846645367415,3696.9465559105433,24.0,2008.0
75,4.063497194671534,0.9583515841331876,25.208644345593083,0.9507788671023966,4.433454248366013,3548.3904891067536,24.0,2008.0
79,4.070367166586395,0.9239853993122321,25.22309620072603,0.9166269757639621,4.29054478398314,3772.9081738672285,24.0,2008.0
83,4.0705017213426595,0.9376239238395175,25.60871637467594,0.9302763018065887,4.357848034006376,3669.2875717322,24.0,2008.0
84,4.210968137972063,0.007324025713166301,23.904181418379917,0.00816151202749141,0.14543298969072163,842.6254037800687,24.0,2008.0
87,4.130785490934083,0.6962458837408647,25.487835720020833,0.690822082536212,4.23631675321126,4905.762540311561,24.0,2008.0
91,4.1327876409997755,0.6900210401744443,25.536147530542536,0.6842504091653028,4.251123840698309,4919.418048554283,24.0,2008.0
95,4.137730987261442,0.6525620765838411,25.116393283510156,0.6470267532467532,4.035221298701299,5185.819317662337,24.0,2008.0
99,4.135482199390235,0.6894028487761957,24.93654575305907,0.6836146839635661,4.3193171404913056,4865.730071211703,24.0,2008.0
103,4.139326441744097,0.6521290223116658,25.09997200587896,0.6467467923540193,4.092517151086672,5147.038997905211,24.0,2008.0
107,4.138977878664847,0.6568967324675313,25.23821057111374,0.6513195767195766,4.08774708994709,5090.337149735449,24.0,2008.0
111,4.1375438860840354,0.6848687577377983,25.076721129383717,0.6789608876560332,4.335140915395285,4845.035082385575,24.0,2008.0
115,4.142130778874384,0.6428013189320935,24.785407292651822,0.6371970726607423,4.076143491897543,5162.952434396236,24.0,2008.0
119,4.143752782064051,0.6353957512752219,24.684734315899224,0.6301226930075383,4.06388718481934,5196.588436703924,24.0,2008.0
123,4.142407348200686,0.6449433922641589,25.22288378016189,0.639825019794141,4.10003299023489,5112.142580364212,24.0,2008.0
127,4.140988175836149,0.6592412796626481,25.651300573733486,0.6538460497835498,4.192531385281385,4981.234488095239,24.0,2008.0
131,4.141220239838989,0.6624066950520238,25.56869332326285,0.6568445171849427,4.210253682487726,4940.638116748501,24.0,2008.0
134,4.145471994664564,0.6261909523367005,25.077792180591818,0.6210964102564103,3.984493846153846,5272.267005897435,24.0,2008.0
137,4.14506668505229,0.6255590922646385,24.88199584693937,0.6203753219989696,3.99543019062339,5247.445333848531,24.0,2008.0
