id_cycle,Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,ambient_temperature,time
1,3.5298286688693397,-1.8187019641679725,32.572328114029,-1.805569543147208,2.404944162436548,1812.0874974619292,1.8564874208181572,24.0,2008.0
3,3.5373201277859705,-1.8175598506612867,32.72523522519307,-1.8045826530612243,2.3992602040816324,1803.1433724489798,1.8463272497199272,24.0,2008.0
5,3.5437367282719,-1.8164865418840956,32.64286193755933,-1.8035753846153846,2.3979692307692306,1793.8093794871795,1.8353491942234077,24.0,2008.0
7,3.5436661072601456,-1.8255891938692528,32.514876462048825,-1.8128628865979382,2.4082886597938145,1784.3594278350515,1.8352625275821128,24.0,2008.0
9,3.5423432526672167,-1.8261139590277584,32.38234901543077,-1.8128762886597938,2.408505154639175,1783.5013505154639,1.8346455082120419,24.0,2008.0
11,3.5413347346347575,-1.8168108743168805,32.43418218230641,-1.8036564102564103,2.3962512820512822,1793.4977589743592,1.8356616600675495,24.0,2008.0
13,3.5410250495075206,-1.816791144707133,32.48041644475799,-1.803620512820513,2.394646153846154,1792.8422461538462,1.8351461429226603,24.0,2008.0
15,3.554133296801585,-1.8443412120754061,32.41046186109587,-1.8308837696335079,2.434628272251309,1756.5707643979058,1.8257567905665537,24.0,2008.0
17,3.5529355991467946,-1.853972745505648,32.34614083129999,-1.8405052631578946,2.4485105263157894,1745.8955684210525,1.824773852989133,24.0,2008.0
19,3.5512057319376997,-1.8535899338510957,32.27679750791685,-1.8404957894736844,2.4496526315789473,1746.0239315789474,1.824613268496936,24.0,2008.0
21,3.54929231974095,-1.863380178294828,32.15709350345253,-1.8502624338624338,2.4602222222222223,1736.7096984126983,1.8246195526864504,24.0,2008.0
24,3.5597592206489757,-1.872968810287894,32.36407129853099,-1.8593454545454546,2.4758021390374334,1717.784090909091,1.8142019357673915,24.0,2008.0
26,3.558081969139198,-1.8826095043160835,32.3181954403762,-1.8693247311827956,2.493279569892473,1708.225698924731,1.8137521577549054,24.0,2008.0
28,3.555692244172496,-1.882536787636365,32.15709029211502,-1.8693247311827956,2.4930591397849464,1707.6932258064517,1.8134404914735822,24.0,2008.0
30,3.5627468180175024,-1.8817935155260215,32.04407000314609,-1.868625945945946,2.493508108108108,1698.3709945945948,1.8025980036306504,24.0,2008.0
32,3.5614521756489204,-1.8921861285036712,31.93159367491153,-1.8787804347826087,2.503380434782609,1688.5975869565218,1.80210690024615,24.0,2008.0
34,3.5603420474985814,-1.9027629207037409,31.94165535902929,-1.8890437158469946,2.5137704918032786,1679.5417049180328,1.802579500826209,24.0,2008.0
36,3.5591189041401865,-1.9133470605822436,31.96500864547673,-1.89941978021978,2.5288736263736262,1670.3903406593408,1.8030683142834096,24.0,2008.0
38,3.557886771846508,-1.9131602105481538,31.966241678512723,-1.8994164835164835,2.5293241758241756,1669.7937802197803,1.8027776247196041,24.0,2008.0
41,3.5520375235511916,-1.8553455745575975,32.37143341978575,-1.8422010416666668,2.4483229166666667,1765.513078125,1.8470259949329193,24.0,2008.0
45,3.5525668436897124,-1.8746995273150973,32.70024990461686,-1.8615263157894737,2.4740684210526314,1746.6842315789474,1.847417311283644,24.0,2008.0
49,3.556794038327039,-1.8738272127883846,32.32266411829938,-1.8607999999999998,2.480037037037037,1737.6627513227513,1.8361774213478947,24.0,2008.0
53,3.5614100044534203,-1.883193546754683,31.98795810666763,-1.8700117647058825,2.492449197860963,1718.3130374331552,1.8257807475776242,24.0,2008.0
57,3.5566107947817995,-1.873239184822504,31.89445652469139,-1.860063829787234,2.4792606382978724,1727.275670212766,1.8251136435078368,24.0,2008.0
61,3.5586742170266272,-1.9139593751505897,31.78039681801023,-1.9004891304347826,2.5292119565217392,1689.6680706521743,1.8255815042203765,24.0,2008.0
65,3.564103182686904,-1.9030532722310993,31.688747146342205,-1.889636956521739,2.516663043478261,1688.6594782608695,1.8140311275083907,24.0,2008.0
