,0
0,0.008168640894355317
1,0.008617745874080818
2,0.008343767667992275
3,0.010584187880597451
4,0.00905711307838386
5,0.008464803882013872
6,0.023978063450937448
7,0.019057019315778856
8,0.016106365381056253
9,0.01463262469030946
10,0.014330838268151513
11,0.01552191943211989
12,0.014163524389229742
13,0.01444795289197609
14,0.03315725276728276
15,0.023686983835777387
16,0.05483680115352696
17,0.043579113975234396
18,0.012582836776586337
19,0.01474449524559196
20,0.01575980082499795
21,0.01930209638592384
22,0.018198343073121404
23,0.017808778717049556
24,0.01798456291534567
25,0.022295993960972815
26,0.020580013928792606
27,0.022857008980915694
28,0.023260846365964927
29,0.01674461318152387
30,0.019346033922662542
31,0.021708856123450193
32,0.02201417185722887
33,0.027513239206103268
34,0.026457982304210148
35,0.015237483728208101
36,0.01404193498714923
37,0.021886032504496278
38,0.0208474765158444
39,0.028794270075552575
40,0.027689158025511418
41,0.13380463970746748
42,0.3236854167988654
43,0.050385477660180644
44,0.11385663481697561
45,0.06125200963111599
46,0.03663505922536414
47,0.07241742823584252
48,0.04198642549031817
49,0.04316919583580514
50,0.06237976319795546
51,0.05749171238006978
52,0.03452787782420286
53,0.03672073310368518
54,0.05586921691271529
55,0.052676740143603684
56,0.03624958811026335
57,0.04218938404235306
58,0.039934129405228
59,0.04082697253090739
60,0.04161964116292838
61,0.04881267736652761
62,0.05165158214973964
63,0.038973516151439735
64,0.029259002517312283
65,0.0265566862247959
66,0.034369379805453626
67,0.026867601882234027
68,0.029007953551927645
69,0.027782382780469295
70,0.02278594524704669
71,0.036887966748957
72,0.02816392677200641
73,0.030567489303891637
74,0.0341685153279383
75,0.03118527821736361
76,0.040073967892812146
77,0.031157377898519467
78,0.03781593038880926
79,0.03704388486352839
80,0.034562982433009815
81,0.03269462852270166
82,0.033986602796118426
83,0.021426506142816937
84,0.006205568314063381
85,0.007858610560452117
86,0.008148817165747335
87,0.008229175311474712
88,0.01113701601024264
89,0.04274701883432641
90,0.004066214348407815
91,0.009557892416391933
92,0.008626646390315074
93,0.006511902511724621
94,0.01305436751962219
95,0.009443140899941582
96,0.012758904025191864
97,0.011285437352571481
98,0.01098797247411909
99,0.003876717162157206
100,0.013250715284059744
101,0.00832689507625517
102,0.008493157728501899
103,0.011003426712042241
104,0.03393533031417029
105,0.010842689925743443
106,0.009440160752995475
107,0.009140849266060513
108,0.009938408515329566
109,0.01012467096480707
110,0.04641085411407042
111,0.01188152428921363
112,0.009799892050153858
113,0.014081958276188189
114,0.009049900857601934
115,0.009868896681975325
116,0.009219073794433097
117,0.011044356352602147
118,0.005755052562570029
119,0.011696563755838163
120,0.011516615215406922
121,0.007465387923899058
122,0.008597066555100508
123,0.004811978468608924
