,HI10_100,HI10_150,HI100_150,Cycle_life
0,0.00031865174966210733,0.0003535434698925557,0.0003166488170254336,1852.0
1,0.00185424381340342,0.0014328107307072075,0.0006769101275313485,2160.0
2,0.0015006875033657101,0.0009190875143420559,0.001193678079750921,2237.0
3,0.0008527388869809941,0.0016463070211183628,0.0014113259698411917,1434.0
4,0.0008018170862839612,0.00031403179910328066,0.0014139197567876918,1709.0
5,0.00044481002836075127,0.0004094520942768486,0.0006214654301675036,1074.0
6,0.0011982505073960424,0.0010723244976993042,0.0012832147141502665,636.0
7,0.0006147444166058649,0.0017805556052404468,0.0005947375803480589,870.0
8,0.0004558334908057662,0.0009186140305527527,0.00045875566474810013,1054.0
9,0.00023686716510592446,0.0005731205067129007,0.00048115265325869095,788.0
10,0.0012694695485166122,0.001003030130680242,0.0004670136770946049,880.0
11,0.0006211012985009921,0.0012648431135303543,0.0009268851754762228,719.0
12,0.002971921701298184,0.0026437894099640754,0.00033089153028560285,862.0
13,0.0002912645966502523,0.0002073566183161741,0.00038782098092647783,857.0
14,0.5116436633965067,0.5142284138829128,0.0013262617445272782,691.0
15,0.0008465400695380192,0.001731733402970998,0.0012238540114769521,788.0
16,0.0010945914284146243,0.0012424724842797896,0.0005026619842722052,534.0
17,0.0011276993060451786,0.0022477586835155314,0.0007364911654438495,559.0
18,0.0017191482919002258,0.0021390182085591,0.0009457545530889658,1014.0
19,0.00034761217850147713,0.00044048184958145266,0.0007726238182912002,1017.0
20,0.0009937967309240955,0.0005397920785617818,0.000415815997516144,854.0
21,0.0006897091470720834,0.00020123896445295797,0.0005371927472865004,870.0
22,0.0014025979155590752,0.0011855918767785783,0.00047688211160575256,842.0
23,0.001892370255883687,0.0015329480474244477,0.0011715589043239274,860.0
24,0.0005152212338559608,0.0026092631457052783,0.002539733526265031,917.0
25,0.0015250714754697125,0.002436147803231054,0.000985171078936875,709.0
26,0.0017692312083213522,0.0019047239888050408,0.0010502375391116595,876.0
27,0.001074399388875365,0.0009015940317155064,0.0005960713997567405,731.0
28,0.000492106237085654,0.0009140124251684451,0.00024506785917962926,757.0
29,0.0008963522346492932,0.0005124776523957616,0.0008037950338487939,742.0
30,0.0009644895042959493,0.0018542287270729148,0.0009234899985518791,703.0
31,0.0007973962275049593,0.0007733538368636859,0.0002198173046639759,704.0
32,0.0004569091954132513,0.0008540385541719852,0.0011188789530895455,648.0
33,0.0005980258550040414,0.001106520447588017,0.0005582316870972994,617.0
34,0.0015420118000175312,0.00182205101482045,0.0008063551884516155,625.0
35,0.0004885221093432238,0.0017982549602584379,0.0024931339971444337,966.0
36,0.00025044321715334775,0.00032711943464274905,0.0006414443940387033,1051.0
37,0.0007807336945542315,0.0015478639272893378,0.0014941803946368762,702.0
38,0.0018240864117395074,0.0015197363984773401,0.001609220354533639,651.0
39,0.0004997777744147892,0.0034228960344575596,0.004672519888741125,616.0
40,0.0006192310470780693,0.0016366252478979793,0.001737392914959311,599.0
41,0.004133558871168475,0.013817794539917438,0.008700530956369254,300.0
42,0.022643460679916193,0.03773264952255398,0.014340678806462583,148.0
43,0.0016110261874440442,0.0024512543772443433,0.0030260382895384626,438.0
44,0.021638566481093965,0.02962969667491724,0.0060428501053422295,335.0
45,0.0030718985668058314,0.0071601469340211495,0.0024260307613572594,444.0
46,0.0026444442384497293,0.002572983795625012,0.0007782872647472796,480.0
47,0.004285855654452799,0.02820836630382993,0.02815597870253553,511.0
48,0.0023490577684332193,0.007656879349893973,0.00431483060016177,561.0
49,0.0010387141861712388,0.004222018489239077,0.0019968187977762054,477.0
50,0.0037921661157653153,0.009496245326176435,0.0033126974565191474,458.0
51,0.0038523121612160046,0.006803388266428468,0.0016030016640901955,483.0
52,0.001691087514212929,0.0015485141998258995,0.0014480224610110251,485.0
53,0.005584260284662821,0.001719001998904124,0.003160917710827178,494.0
54,0.0012060536867966106,0.003564644697474286,0.0021373786885869888,487.0
55,0.0050830938807997945,0.010291276537420626,0.0033258339551010463,461.0
56,0.0006128993985519008,0.0036041004182495247,0.003093965270827282,502.0
57,0.002304004089038108,0.0009011864369612225,0.0008511491487675357,489.0
58,0.0008568539468382996,0.0009994688451529948,0.0004360061791973017,513.0
59,0.002252025632630752,0.0011585441916086953,0.0012305739884093446,527.0
60,0.0011530753520199522,0.0012356256106550968,0.0030294875484965234,495.0
61,0.0013947061388755976,0.0022006204031913734,0.0032277969598518063,461.0
62,0.00065015929836515,0.001990656051733778,0.0006815967964590348,471.0
63,0.0012129194390302464,0.0021301312157703104,0.002360822421348789,468.0
64,0.0024305355527954927,0.0008122750209211241,0.0011419380713999108,509.0
65,0.0034268119215234436,0.002776928507376006,0.0012849854816527082,498.0
66,0.002026323175246237,0.001967405120151729,0.0007660722496449654,481.0
67,0.005587159698317564,0.003117764452743074,0.0015583615644067005,492.0
68,0.0010600159728969473,0.0018267938829542975,0.00036964276821946216,519.0
69,0.0014213768661202571,0.0009397390370889404,0.0005629804704945086,520.0
70,0.0027633325159733524,0.003478055681698495,0.0003839974822998043,499.0
71,0.0010437878622251353,0.0016805759402772134,0.00022636188134469637,463.0
72,0.0009468202966138655,0.0015898261587136131,0.001100061786443919,535.0
73,0.0009013148382094338,0.002011655250528068,0.0005522533846842472,478.0
74,0.001608720697331266,0.0023296409828086526,0.0004752596364438241,465.0
75,0.0015862946515462907,0.0007906946940973696,0.0007359122270335619,459.0
76,0.0011267828027827602,0.0012908501099002463,0.00032914815148841407,499.0
77,0.02820530876618689,0.033816399970391646,0.0022146090983926558,429.0
78,0.006662317284643513,0.001526740698743101,0.005227798894301212,466.0
79,0.01182866012120262,0.009991439925482296,0.001399789158183462,462.0
80,0.010002983299539768,0.0031514606115790145,0.005048332329159499,457.0
81,0.0017932931734416424,0.001942655881570028,0.0005711010855816172,487.0
82,0.0076811062949127635,0.0015475509787204046,0.01171383642611947,429.0
83,0.002855505217721038,0.011784214986199863,0.015979346193210446,713.0
84,0.0003777428250403095,0.0003709970554842735,7.080887472544693e-05,1009.0
85,0.0012065756563791553,0.0007943482305777584,0.0001665458363143458,1063.0
86,0.00011431318948688757,0.0008201433416521398,0.0006263108870046606,1115.0
87,0.00016276274165210306,0.0006359178845917844,0.0002659850219437714,1048.0
88,0.000833472995211072,0.0005155321573313599,0.0006728474888530364,828.0
89,0.002089832502444376,0.0034329004683848613,0.0007013582765218158,667.0
90,0.0012058522087698743,0.0011975362270142719,0.00015895250058876694,1836.0
91,0.0004806659193766875,0.00026646685005594955,0.00027530477176655716,828.0
92,0.0003503838373931761,0.00044227987918002133,0.00024847486115639613,1039.0
93,0.0002547713580580453,0.00044239885614241037,8.498474419521433e-05,1078.0
94,0.00043144405112814643,0.0004228719454140486,0.0002268553265920684,817.0
95,0.0012632380901635716,0.0007704803558153813,0.0002189699237839941,932.0
96,0.0003223170701103257,0.0010464918207621489,0.0005105548168775957,816.0
97,0.0013921376087625518,0.00045189214300531735,0.0012120083713179459,858.0
98,0.0011830902266867145,0.0006909061140206133,0.0005030058501845417,876.0
99,0.00023153499434136566,0.00018690591860543715,0.00023238873377558832,1638.0
100,0.0004516761634894187,0.0006874518369454323,0.0012802909643425766,1315.0
101,0.0004096800583979905,0.0013318499093397094,0.0006749266652914689,1146.0
102,0.0008949301183177418,0.0009872663075412493,6.436813433268627e-05,1155.0
103,0.0002840673140245621,0.0007908846909180224,0.0004264369043109091,813.0
104,0.0017129794932890152,0.002818386177789569,0.0005731146529417889,772.0
105,0.00015616858369752324,0.00024612032412538713,7.409052066475357e-05,1002.0
106,0.00041318245254428395,0.00041830098724013413,2.4156348261017688e-05,825.0
107,0.00038525991055095836,0.00022368713689313905,0.0001926194010656548,989.0
108,0.0003009468843663513,0.00030051234354224707,0.00021019769391768765,1028.0
109,0.000381584368043242,0.00040626340342661066,0.0001199775066309575,850.0
110,0.0014695620948994182,0.0033873046989809086,0.001244499717092609,541.0
111,0.00027295811597094624,0.0002770351009450496,0.00010378590315392133,858.0
112,0.00030146571701154595,0.0003352545783074099,0.0002814563195213843,935.0
113,0.0007588335094875519,0.0011677835889186822,0.00014786191223475017,731.0
114,0.000335126597462907,0.0007773030872427227,0.00025588749623341124,1284.0
115,0.00032823831932168694,0.0003410480992666231,8.079654195946158e-05,1158.0
116,0.0012421490199697276,0.0009463021553467839,0.00020235241335451039,1093.0
117,0.0003723873330112625,0.0005952555588008621,0.000139592603734974,923.0
118,0.0005290896140637407,0.000876161880992532,0.00017582803244797809,1935.0
119,0.0007469595182798469,0.00043708122870023396,0.0005725433927646468,1156.0
120,0.00043719986342896953,0.0005419376519421,0.00011154405802883167,796.0
121,0.00045228508962515547,0.00031885501930067526,8.871733323426898e-05,786.0
122,0.0004453719861274585,0.00036961031776987544,0.0005046454149588642,940.0
123,0.0004872348235404959,0.0004294534026259459,6.717910650162748e-05,1801.0
